Table_1,Column_1,Table_length_2,Column_2,Table_2,similarity_score
24850757_0_5978004733768297283.json,Country,55,Name,68779923_2_1000046510804975562.json,0.890909090909
24850757_0_5978004733768297283.json,Country,39,Name,68779923_4_1832350971585698643.json,0.923076923077
24850757_0_5978004733768297283.json,Country,16,Name,68779923_5_2067037721454758189.json,0.6875
24850757_0_5978004733768297283.json,Country,239,Country,69537082_0_7789694313271016902.json,0.924170616114
24850757_0_5978004733768297283.json,Country,200,Country,74491133_0_7177831100884797849.json,0.84
24850757_0_5978004733768297283.json,Country,237,Country,79327346_0_5787863739697336601.json,0.862559241706
24850757_0_5978004733768297283.json,Country,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.59375
24850757_0_5978004733768297283.json,Country,67,Country,86297395_0_6919201319699354263.json,0.805970149254
24850757_0_5978004733768297283.json,Country,232,Country,89511064_0_2199624509082573904.json,0.890995260664
24850757_0_5978004733768297283.json,Country,183,Name,9206866_1_8114610355671172497.json,0.852459016393
24859353_0_7027810986004269522.json,ISO 4217,273,ENTITY,26310680_0_5150772059999313798.json,1.40384615385
24859353_0_7027810986004269522.json,ISO 4217,41,Country,49087820_0_461228320225084868.json,0.317073170732
24859353_0_7027810986004269522.json,ISO 4217,44,Country,55961337_0_6548713781034932742.json,0.272727272727
24859353_0_7027810986004269522.json,ISO 4217,132,Country,78650283_0_5937576517849452289.json,1.11538461538
24859353_0_7027810986004269522.json,ISO 4217,36,Currency,97941125_0_8220652154649529701.json,0.333333333333
25933880_0_4058554985574416690.json,Wrestler,39,Catcheur,40534006_0_4617468856744635526.json,0.512820512821
26270372_1_3774607938887520564.json,Emperor,5,Vespasian,29021592_3_2299138476894681059.json,0.6
26270372_1_3774607938887520564.json,Emperor,5,Antoninus Pius,29021592_4_4348860179678308511.json,0.4
26270372_1_3774607938887520564.json,Emperor,11,r�mischer Kaiser,38732532_0_1420803645394505878.json,0.545454545455
26270372_1_3774607938887520564.json,Emperor,91,Emperor,51130304_0_3035822254995425429.json,0.631578947368
26270372_1_3774607938887520564.json,Emperor,132,Pompey the Great,64207896_0_3206705146602325658.json,0.263157894737
26310680_0_5150772059999313798.json,ENTITY,52,ISO 4217,24859353_0_7027810986004269522.json,1.40384615385
26310680_0_5150772059999313798.json,ENTITY,41,Country,49087820_0_461228320225084868.json,1.68292682927
26310680_0_5150772059999313798.json,ENTITY,44,Country,55961337_0_6548713781034932742.json,2.43181818182
26310680_0_5150772059999313798.json,ENTITY,47,Country,61069974_0_1894536874590565102.json,2.6170212766
26310680_0_5150772059999313798.json,ENTITY,132,Country,78650283_0_5937576517849452289.json,1.75757575758
26310680_0_5150772059999313798.json,ENTITY,36,Currency,97941125_0_8220652154649529701.json,4.08333333333
27466715_0_3913547177671701530.json,Title(s) [10][11][12][13],21,Title,75367212_2_2745466355267233390.json,0.428571428571
28079336_1_3124145965038277571.json,Company,29,Company,12271141_0_8517913935669973086.json,0.310344827586
28079336_1_3124145965038277571.json,Company,20,Company,14380604_4_3329235705746762392.json,0.35
28079336_1_3124145965038277571.json,Company,23,Company,41336118_0_4331895026409635103.json,0.347826086957
28079336_1_3124145965038277571.json,Company,30,Company/Organization,80184932_0_4240003884724905487.json,0.3
28079336_1_3124145965038277571.json,Company,30,Company,93702496_0_39013305210829591.json,0.366666666667
28079336_1_3124145965038277571.json,Company,30,Company??,96203994_0_2127964719640427252.json,0.266666666667
28079336_2_2139598421036200532.json,Company,29,Company,12271141_0_8517913935669973086.json,0.724137931034
28079336_2_2139598421036200532.json,Company,20,Company,14380604_4_3329235705746762392.json,0.35
28079336_2_2139598421036200532.json,Company,23,Company,41336118_0_4331895026409635103.json,0.304347826087
28079336_2_2139598421036200532.json,Company,55,Company,52572391_0_8684896999787304275.json,0.272727272727
28079336_2_2139598421036200532.json,Company,30,Company/Organization,80184932_0_4240003884724905487.json,0.7
28079336_2_2139598421036200532.json,Company,131,Company,90723763_0_874013697986950454.json,0.289256198347
28079336_2_2139598421036200532.json,Company,30,Company,93702496_0_39013305210829591.json,0.333333333333
28079336_2_2139598421036200532.json,Company,30,Company??,96203994_0_2127964719640427252.json,0.433333333333
28086084_0_3127660530989916727.json,Saint,224,Saint,41480166_0_6681239260286218499.json,0.897321428571
28154036_0_909001972154294543.json,Name of party,11,Party,19073331_0_2742992342272078110.json,0.9
28423212_0_2742990779532526553.json,Company,206,Company,11278409_0_3742771475298785475.json,0.3
28494901_6_7026744149694237309.json,Empedocles,99,Anaximander,76836443_2_249332777049648171.json,0.323232323232
28646774_0_3256889721737611537.json,Unnamed: 0,8,Unnamed: 0,12746760_0_6703465836620308483.json,0.625
28646774_0_3256889721737611537.json,Unnamed: 0,10,Fianna Fail,30645756_0_2413317245475669227.json,0.5
28646774_0_3256889721737611537.json,Unnamed: 0,8,Unnamed: 0,39606331_0_1646213676302448706.json,0.625
28646774_0_3256889721737611537.json,Unnamed: 0,8,Unnamed: 0,44005578_0_5400481538370055338.json,0.625
28646774_0_3256889721737611537.json,Unnamed: 0,14,Political Party,78005071_0_8643954006825971723.json,0.625
29021592_3_2299138476894681059.json,Vespasian,19,Emperor,26270372_1_3774607938887520564.json,0.6
29021592_3_2299138476894681059.json,Vespasian,11,r�mischer Kaiser,38732532_0_1420803645394505878.json,0.6
29021592_3_2299138476894681059.json,Vespasian,91,Emperor,51130304_0_3035822254995425429.json,1.0
29021592_4_4348860179678308511.json,Antoninus Pius,19,Emperor,26270372_1_3774607938887520564.json,0.4
29021592_4_4348860179678308511.json,Antoninus Pius,11,r�mischer Kaiser,38732532_0_1420803645394505878.json,0.4
29021592_4_4348860179678308511.json,Antoninus Pius,91,Emperor,51130304_0_3035822254995425429.json,1.0
29021592_4_4348860179678308511.json,Antoninus Pius,132,Pompey the Great,64207896_0_3206705146602325658.json,0.8
29412826_0_3422707769191426540.json,Museum,377,Museum,9834884_0_3871985887467090123.json,0.36
29414811_12_251152470253168163.json,Game,16,Game,29414811_13_8724394428539174350.json,0.6875
29414811_12_251152470253168163.json,Game,22,Game,29414811_2_4773219892816395776.json,0.454545454545
29414811_12_251152470253168163.json,Game,370,Game Title,36102169_0_7739454799295072814.json,0.375
29414811_12_251152470253168163.json,Game,398,Titel,91959037_0_7907661684242014480.json,0.791666666667
29414811_13_8724394428539174350.json,Game,100,Game,24142265_0_4577466141408796359.json,0.3125
29414811_13_8724394428539174350.json,Game,24,Game,29414811_12_251152470253168163.json,0.6875
29414811_13_8724394428539174350.json,Game,22,Game,29414811_2_4773219892816395776.json,0.5
29414811_13_8724394428539174350.json,Game,370,Game Title,36102169_0_7739454799295072814.json,0.625
29414811_13_8724394428539174350.json,Game,398,Titel,91959037_0_7907661684242014480.json,1.3125
29414811_2_4773219892816395776.json,Game,24,Game,29414811_12_251152470253168163.json,0.454545454545
29414811_2_4773219892816395776.json,Game,16,Game,29414811_13_8724394428539174350.json,0.5
29414811_2_4773219892816395776.json,Game,13,Game,29414811_6_8221428333921653560.json,0.307692307692
29414811_2_4773219892816395776.json,Game,370,Game Title,36102169_0_7739454799295072814.json,0.636363636364
29414811_2_4773219892816395776.json,Game,398,Titel,91959037_0_7907661684242014480.json,0.909090909091
29414811_6_8221428333921653560.json,Game,377,Title,22864497_0_8632623712684511496.json,0.307692307692
29414811_6_8221428333921653560.json,Game,100,Game,24142265_0_4577466141408796359.json,0.846153846154
29414811_6_8221428333921653560.json,Game,22,Game,29414811_2_4773219892816395776.json,0.307692307692
29414811_6_8221428333921653560.json,Game,370,Game Title,36102169_0_7739454799295072814.json,0.461538461538
29414811_6_8221428333921653560.json,Game,117,Name,48944826_0_2321751364268052533.json,0.384615384615
29414811_6_8221428333921653560.json,Game,51,Game,57938705_0_8737506792349461963.json,0.384615384615
29414811_6_8221428333921653560.json,Game,398,Titel,91959037_0_7907661684242014480.json,1.38461538462
29886325_0_1448173912684571475.json,City,150,City,43469354_0_6029017163991310319.json,0.426666666667
29886325_0_1448173912684571475.json,City,164,City,70404164_0_5498195978476333642.json,0.262195121951
29886325_0_1448173912684571475.json,City,187,City,75154185_0_1607627349983289012.json,0.304812834225
29886325_0_1448173912684571475.json,City,170,City,77632062_0_2292892375652659825.json,0.423529411765
29886325_0_1448173912684571475.json,City,202,City,78891639_0_3299957631631122948.json,0.445544554455
30645756_0_2413317245475669227.json,Fianna Fail,8,Unnamed: 0,12746760_0_6703465836620308483.json,0.5
30645756_0_2413317245475669227.json,Fianna Fail,8,Unnamed: 0,28646774_0_3256889721737611537.json,0.5
30645756_0_2413317245475669227.json,Fianna Fail,8,Unnamed: 0,39606331_0_1646213676302448706.json,0.5
30645756_0_2413317245475669227.json,Fianna Fail,8,Unnamed: 0,44005578_0_5400481538370055338.json,0.5
30645756_0_2413317245475669227.json,Fianna Fail,14,Political Party,78005071_0_8643954006825971723.json,0.5
32051842_5_1757891723986774036.json,Museum,20,Museum,52208141_2_5171684379987586712.json,0.7
32051842_5_1757891723986774036.json,Museum,20,Museum,61753761_9_4735181228515289890.json,0.7
32051842_5_1757891723986774036.json,Museum,20,Museum,64499281_8_7181683886563136802.json,0.75
32460905_0_5195150472060854231.json,Hospital,10,Hospital,16949304_0_2573050770332101882.json,0.8
33167985_0_5220049369716352813.json,Animal,137,Animal,62564020_0_3836030043284699244.json,0.428571428571
34041816_1_4749054164534706977.json,Airport,50,Airport,39107734_2_2329160387535788734.json,0.433333333333
34899692_0_6530393048033763438.json,Country,233,Nom en anglais,11599512_1_280388135214354946.json,0.739130434783
34899692_0_6530393048033763438.json,Country,193,Country Name:,11688006_0_8123036130090004213.json,0.815217391304
34899692_0_6530393048033763438.json,Country,157,Country,12183399_0_6725061928072492226.json,0.717391304348
34899692_0_6530393048033763438.json,Country,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.625
34899692_0_6530393048033763438.json,Country,83,Country,24036779_0_5608105867560183058.json,0.566265060241
34899692_0_6530393048033763438.json,Country,211,Country,24850757_0_5978004733768297283.json,0.847826086957
34899692_0_6530393048033763438.json,Country,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.836956521739
34899692_0_6530393048033763438.json,Country,236,Country,3917335_0_7791699395300625164.json,0.771739130435
34899692_0_6530393048033763438.json,Country,230,Country / Territory,41194422_0_7231546114369966811.json,0.771739130435
34899692_0_6530393048033763438.json,Country,230,Country / Territory,41194422_1_1172256090552737974.json,0.771739130435
34899692_0_6530393048033763438.json,Country,91,COUNTRY,41648740_0_6959523681065295632.json,0.516483516484
34899692_0_6530393048033763438.json,Country,157,Country,49772588_0_6549847739640234347.json,0.717391304348
34899692_0_6530393048033763438.json,Country,92,1998 Data Country,52299421_0_4473286348258170200.json,0.663043478261
34899692_0_6530393048033763438.json,Country,17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.294117647059
34899692_0_6530393048033763438.json,Country,24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.291666666667
34899692_0_6530393048033763438.json,Country,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.291666666667
34899692_0_6530393048033763438.json,Country,225,Country,67865873_0_8259587610208037357.json,0.880434782609
34899692_0_6530393048033763438.json,Country,59,Name,68779923_0_3859283110041832023.json,0.576271186441
34899692_0_6530393048033763438.json,Country,45,Name,68779923_1_3240042497463101224.json,0.444444444444
34899692_0_6530393048033763438.json,Country,39,Name,68779923_4_1832350971585698643.json,0.358974358974
34899692_0_6530393048033763438.json,Country,16,Name,68779923_5_2067037721454758189.json,0.4375
34899692_0_6530393048033763438.json,Country,239,Country,69537082_0_7789694313271016902.json,0.891304347826
34899692_0_6530393048033763438.json,Country,200,Country,74491133_0_7177831100884797849.json,0.79347826087
34899692_0_6530393048033763438.json,Country,237,Country,79327346_0_5787863739697336601.json,0.858695652174
34899692_0_6530393048033763438.json,Country,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.28125
34899692_0_6530393048033763438.json,Country,67,Country,86297395_0_6919201319699354263.json,0.522388059701
34899692_0_6530393048033763438.json,Country,232,Country,89511064_0_2199624509082573904.json,0.869565217391
34899692_0_6530393048033763438.json,Country,183,Name,9206866_1_8114610355671172497.json,0.75
35188621_0_6058553107571275232.json,Title,100,Title,69881946_0_1105130426898457358.json,0.26
35188621_0_6058553107571275232.json,Title,100,Title,77694908_0_6083291340991074532.json,0.27
36102169_0_7739454799295072814.json,Game Title,100,Game,24142265_0_4577466141408796359.json,0.3
36102169_0_7739454799295072814.json,Game Title,24,Game,29414811_12_251152470253168163.json,0.375
36102169_0_7739454799295072814.json,Game Title,16,Game,29414811_13_8724394428539174350.json,0.625
36102169_0_7739454799295072814.json,Game Title,22,Game,29414811_2_4773219892816395776.json,0.636363636364
36102169_0_7739454799295072814.json,Game Title,13,Game,29414811_6_8221428333921653560.json,0.461538461538
36102169_0_7739454799295072814.json,Game Title,10,Title,4501311_8_8306082458935575308.json,0.5
36102169_0_7739454799295072814.json,Game Title,51,Game,57938705_0_8737506792349461963.json,0.529411764706
36102169_0_7739454799295072814.json,Game Title,10,Title,73242003_5_4847571983313033360.json,0.6
36102169_0_7739454799295072814.json,Game Title,21,Title,75367212_2_2745466355267233390.json,0.380952380952
36102169_0_7739454799295072814.json,Game Title,398,Titel,91959037_0_7907661684242014480.json,0.451351351351
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",233,Nom en anglais,11599512_1_280388135214354946.json,0.648068669528
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",193,Country Name:,11688006_0_8123036130090004213.json,0.974093264249
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",157,Country,12183399_0_6725061928072492226.json,0.783439490446
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",32,Unnamed: 0,12193237_0_8699643798888088574.json,0.875
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",53,OAU State,14067031_0_559833072073397908.json,0.905660377358
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",83,Country,24036779_0_5608105867560183058.json,0.927710843373
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",211,Country,24850757_0_5978004733768297283.json,0.824644549763
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",92,Country,34899692_0_6530393048033763438.json,0.836956521739
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",236,Country,3917335_0_7791699395300625164.json,0.669491525424
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",230,Country / Territory,41194422_0_7231546114369966811.json,0.734782608696
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",230,Country / Territory,41194422_1_1172256090552737974.json,0.734782608696
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",91,COUNTRY,41648740_0_6959523681065295632.json,0.857142857143
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",157,Country,49772588_0_6549847739640234347.json,0.917197452229
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",92,1998 Data Country,52299421_0_4473286348258170200.json,0.913043478261
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.705882352941
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.666666666667
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.625
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",25,Country Name (Click For Destination Guides),61121469_0_6337620713408906340.json,0.68
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",225,Country,67865873_0_8259587610208037357.json,0.808888888889
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",59,Name,68779923_0_3859283110041832023.json,0.847457627119
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",45,Name,68779923_1_3240042497463101224.json,0.933333333333
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",55,Name,68779923_2_1000046510804975562.json,0.945454545455
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",39,Name,68779923_4_1832350971585698643.json,0.641025641026
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",16,Name,68779923_5_2067037721454758189.json,0.8125
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",239,Country,69537082_0_7789694313271016902.json,0.790794979079
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",200,Country,74491133_0_7177831100884797849.json,0.86
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",237,Country,79327346_0_5787863739697336601.json,0.759493670886
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.71875
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",67,Country,86297395_0_6919201319699354263.json,0.925373134328
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",232,Country,89511064_0_2199624509082573904.json,0.806034482759
37856682_0_6818907050314633217.json,"State, Province, Territory, Country, etc",183,Name,9206866_1_8114610355671172497.json,0.896174863388
38428277_0_1311643810102462607.json,Title,100,Title,20135078_0_7570343137119682530.json,0.26
38732532_0_1420803645394505878.json,r�mischer Kaiser,19,Emperor,26270372_1_3774607938887520564.json,0.545454545455
38732532_0_1420803645394505878.json,r�mischer Kaiser,5,Vespasian,29021592_3_2299138476894681059.json,0.6
38732532_0_1420803645394505878.json,r�mischer Kaiser,5,Antoninus Pius,29021592_4_4348860179678308511.json,0.4
38732532_0_1420803645394505878.json,r�mischer Kaiser,91,Emperor,51130304_0_3035822254995425429.json,1.0
38732532_0_1420803645394505878.json,r�mischer Kaiser,132,Pompey the Great,64207896_0_3206705146602325658.json,0.363636363636
39107734_2_2329160387535788734.json,Airport,137,Airport Name,19654359_0_3020273135042459469.json,0.34
39107734_2_2329160387535788734.json,Airport,137,Airport Name,21585935_0_294037497010176843.json,0.34
39107734_2_2329160387535788734.json,Airport,30,Airport,34041816_1_4749054164534706977.json,0.433333333333
39107734_2_2329160387535788734.json,Airport,137,Airport Name,74718406_0_3914457597478137388.json,0.34
39107734_2_2329160387535788734.json,Airport,137,Airport Name,7929299_0_3253718003116029649.json,0.36
39107734_2_2329160387535788734.json,Airport,137,Airport Name,9686394_0_5980699488362107028.json,0.34
3917335_0_7791699395300625164.json,Country,233,Nom en anglais,11599512_1_280388135214354946.json,0.639484978541
3917335_0_7791699395300625164.json,Country,193,Country Name:,11688006_0_8123036130090004213.json,0.80310880829
3917335_0_7791699395300625164.json,Country,157,Country,12183399_0_6725061928072492226.json,0.783439490446
3917335_0_7791699395300625164.json,Country,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.875
3917335_0_7791699395300625164.json,Country,53,OAU State,14067031_0_559833072073397908.json,0.811320754717
3917335_0_7791699395300625164.json,Country,83,Country,24036779_0_5608105867560183058.json,0.819277108434
3917335_0_7791699395300625164.json,Country,211,Country,24850757_0_5978004733768297283.json,0.715639810427
3917335_0_7791699395300625164.json,Country,92,Country,34899692_0_6530393048033763438.json,0.771739130435
3917335_0_7791699395300625164.json,Country,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.669491525424
3917335_0_7791699395300625164.json,Country,230,Country / Territory,41194422_0_7231546114369966811.json,0.652173913043
3917335_0_7791699395300625164.json,Country,230,Country / Territory,41194422_1_1172256090552737974.json,0.652173913043
3917335_0_7791699395300625164.json,Country,91,COUNTRY,41648740_0_6959523681065295632.json,0.835164835165
3917335_0_7791699395300625164.json,Country,157,Country,49772588_0_6549847739640234347.json,0.789808917197
3917335_0_7791699395300625164.json,Country,92,1998 Data Country,52299421_0_4473286348258170200.json,0.815217391304
3917335_0_7791699395300625164.json,Country,17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.823529411765
3917335_0_7791699395300625164.json,Country,24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.625
3917335_0_7791699395300625164.json,Country,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.458333333333
3917335_0_7791699395300625164.json,Country,25,Country Name (Click For Destination Guides),61121469_0_6337620713408906340.json,0.68
3917335_0_7791699395300625164.json,Country,225,Country,67865873_0_8259587610208037357.json,0.697777777778
3917335_0_7791699395300625164.json,Country,59,Name,68779923_0_3859283110041832023.json,0.847457627119
3917335_0_7791699395300625164.json,Country,45,Name,68779923_1_3240042497463101224.json,0.822222222222
3917335_0_7791699395300625164.json,Country,55,Name,68779923_2_1000046510804975562.json,0.8
3917335_0_7791699395300625164.json,Country,39,Name,68779923_4_1832350971585698643.json,0.461538461538
3917335_0_7791699395300625164.json,Country,16,Name,68779923_5_2067037721454758189.json,0.75
3917335_0_7791699395300625164.json,Country,239,Country,69537082_0_7789694313271016902.json,0.716101694915
3917335_0_7791699395300625164.json,Country,200,Country,74491133_0_7177831100884797849.json,0.73
3917335_0_7791699395300625164.json,Country,237,Country,79327346_0_5787863739697336601.json,0.669491525424
3917335_0_7791699395300625164.json,Country,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.53125
3917335_0_7791699395300625164.json,Country,67,Country,86297395_0_6919201319699354263.json,0.761194029851
3917335_0_7791699395300625164.json,Country,232,Country,89511064_0_2199624509082573904.json,0.728448275862
3917335_0_7791699395300625164.json,Country,183,Name,9206866_1_8114610355671172497.json,0.775956284153
39606331_0_1646213676302448706.json,Unnamed: 0,8,Unnamed: 0,12746760_0_6703465836620308483.json,0.625
39606331_0_1646213676302448706.json,Unnamed: 0,8,Unnamed: 0,28646774_0_3256889721737611537.json,0.625
39606331_0_1646213676302448706.json,Unnamed: 0,10,Fianna Fail,30645756_0_2413317245475669227.json,0.5
39606331_0_1646213676302448706.json,Unnamed: 0,8,Unnamed: 0,44005578_0_5400481538370055338.json,0.625
39606331_0_1646213676302448706.json,Unnamed: 0,14,Political Party,78005071_0_8643954006825971723.json,0.625
39759273_0_1427898308030295194.json,Title,100,Title,58891288_0_1117541047012405958.json,0.36
39759273_0_1427898308030295194.json,Title,356,Title,73988811_0_2775758476756716904.json,0.41
39759273_0_1427898308030295194.json,Title,100,Title,77694908_0_6083291340991074532.json,0.49
40534006_0_4617468856744635526.json,Catcheur,142,Wrestler,25933880_0_4058554985574416690.json,0.512820512821
41194422_0_7231546114369966811.json,Country / Territory,233,Nom en anglais,11599512_1_280388135214354946.json,0.626086956522
41194422_0_7231546114369966811.json,Country / Territory,193,Country Name:,11688006_0_8123036130090004213.json,0.886010362694
41194422_0_7231546114369966811.json,Country / Territory,157,Country,12183399_0_6725061928072492226.json,0.751592356688
41194422_0_7231546114369966811.json,Country / Territory,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.75
41194422_0_7231546114369966811.json,Country / Territory,53,OAU State,14067031_0_559833072073397908.json,0.867924528302
41194422_0_7231546114369966811.json,Country / Territory,83,Country,24036779_0_5608105867560183058.json,0.903614457831
41194422_0_7231546114369966811.json,Country / Territory,211,Country,24850757_0_5978004733768297283.json,0.715639810427
41194422_0_7231546114369966811.json,Country / Territory,92,Country,34899692_0_6530393048033763438.json,0.771739130435
41194422_0_7231546114369966811.json,Country / Territory,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.734782608696
41194422_0_7231546114369966811.json,Country / Territory,236,Country,3917335_0_7791699395300625164.json,0.652173913043
41194422_0_7231546114369966811.json,Country / Territory,230,Country / Territory,41194422_1_1172256090552737974.json,0.747826086957
41194422_0_7231546114369966811.json,Country / Territory,91,COUNTRY,41648740_0_6959523681065295632.json,0.813186813187
41194422_0_7231546114369966811.json,Country / Territory,157,Country,49772588_0_6549847739640234347.json,0.84076433121
41194422_0_7231546114369966811.json,Country / Territory,92,1998 Data Country,52299421_0_4473286348258170200.json,0.836956521739
41194422_0_7231546114369966811.json,Country / Territory,17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.588235294118
41194422_0_7231546114369966811.json,Country / Territory,24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.625
41194422_0_7231546114369966811.json,Country / Territory,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.541666666667
41194422_0_7231546114369966811.json,Country / Territory,25,Country Name (Click For Destination Guides),61121469_0_6337620713408906340.json,0.6
41194422_0_7231546114369966811.json,Country / Territory,225,Country,67865873_0_8259587610208037357.json,0.702222222222
41194422_0_7231546114369966811.json,Country / Territory,59,Name,68779923_0_3859283110041832023.json,0.745762711864
41194422_0_7231546114369966811.json,Country / Territory,45,Name,68779923_1_3240042497463101224.json,0.866666666667
41194422_0_7231546114369966811.json,Country / Territory,55,Name,68779923_2_1000046510804975562.json,0.854545454545
41194422_0_7231546114369966811.json,Country / Territory,39,Name,68779923_4_1832350971585698643.json,0.461538461538
41194422_0_7231546114369966811.json,Country / Territory,16,Name,68779923_5_2067037721454758189.json,0.75
41194422_0_7231546114369966811.json,Country / Territory,239,Country,69537082_0_7789694313271016902.json,0.726086956522
41194422_0_7231546114369966811.json,Country / Territory,200,Country,74491133_0_7177831100884797849.json,0.775
41194422_0_7231546114369966811.json,Country / Territory,237,Country,79327346_0_5787863739697336601.json,0.691304347826
41194422_0_7231546114369966811.json,Country / Territory,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.65625
41194422_0_7231546114369966811.json,Country / Territory,67,Country,86297395_0_6919201319699354263.json,0.880597014925
41194422_0_7231546114369966811.json,Country / Territory,232,Country,89511064_0_2199624509082573904.json,0.721739130435
41194422_0_7231546114369966811.json,Country / Territory,183,Name,9206866_1_8114610355671172497.json,0.814207650273
41194422_1_1172256090552737974.json,Country / Territory,233,Nom en anglais,11599512_1_280388135214354946.json,0.626086956522
41194422_1_1172256090552737974.json,Country / Territory,193,Country Name:,11688006_0_8123036130090004213.json,0.886010362694
41194422_1_1172256090552737974.json,Country / Territory,157,Country,12183399_0_6725061928072492226.json,0.751592356688
41194422_1_1172256090552737974.json,Country / Territory,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.75
41194422_1_1172256090552737974.json,Country / Territory,53,OAU State,14067031_0_559833072073397908.json,0.867924528302
41194422_1_1172256090552737974.json,Country / Territory,83,Country,24036779_0_5608105867560183058.json,0.903614457831
41194422_1_1172256090552737974.json,Country / Territory,211,Country,24850757_0_5978004733768297283.json,0.715639810427
41194422_1_1172256090552737974.json,Country / Territory,92,Country,34899692_0_6530393048033763438.json,0.771739130435
41194422_1_1172256090552737974.json,Country / Territory,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.734782608696
41194422_1_1172256090552737974.json,Country / Territory,236,Country,3917335_0_7791699395300625164.json,0.652173913043
41194422_1_1172256090552737974.json,Country / Territory,230,Country / Territory,41194422_0_7231546114369966811.json,0.747826086957
41194422_1_1172256090552737974.json,Country / Territory,91,COUNTRY,41648740_0_6959523681065295632.json,0.813186813187
41194422_1_1172256090552737974.json,Country / Territory,157,Country,49772588_0_6549847739640234347.json,0.84076433121
41194422_1_1172256090552737974.json,Country / Territory,92,1998 Data Country,52299421_0_4473286348258170200.json,0.836956521739
41194422_1_1172256090552737974.json,Country / Territory,17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.588235294118
41194422_1_1172256090552737974.json,Country / Territory,24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.625
41194422_1_1172256090552737974.json,Country / Territory,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.541666666667
41194422_1_1172256090552737974.json,Country / Territory,25,Country Name (Click For Destination Guides),61121469_0_6337620713408906340.json,0.6
41194422_1_1172256090552737974.json,Country / Territory,225,Country,67865873_0_8259587610208037357.json,0.702222222222
