"table1","column1","columnNumber1","table2","column2","columnNumber2","similarityScore"
"28079336_2_2139598421036200532.csv","Company","0","52572391_0_8684896999787304275.csv","Company","0","0.27454545454545454"
"28079336_2_2139598421036200532.csv","Industry","2","52572391_0_8684896999787304275.csv","Industry","1","0.13636363636363635"
"28079336_2_2139598421036200532.csv","Company","0","80184932_0_4240003884724905487.csv","Company/Organization","0","0.3416666666666667"
"28079336_2_2139598421036200532.csv","Industry","2","80184932_0_4240003884724905487.csv","Industry","1","0.20833333333333331"
"28079336_2_2139598421036200532.csv","Company","0","90723763_0_874013697986950454.csv","Company","0","0.15739130434782608"
"28079336_2_2139598421036200532.csv","Industry","2","90723763_0_874013697986950454.csv","Industry","2","0.05"
"28079336_2_2139598421036200532.csv","Company","0","93702496_0_39013305210829591.csv","Company","0","0.3033333333333333"
"28079336_2_2139598421036200532.csv","Industry","2","93702496_0_39013305210829591.csv","Industry","2","0.08166666666666667"
"28079336_2_2139598421036200532.csv","Company","0","96203994_0_2127964719640427252.csv","Company??","0","0.62"
"28079336_2_2139598421036200532.csv","Industry","2","96203994_0_2127964719640427252.csv","Industry??","2","0.24"
"28079336_2_2139598421036200532.csv","Company","0","96203994_0_2127964719640427252.csv","Symbol??","3","0.03166666666666666"
"28086084_0_3127660530989916727.csv","Anglican","0","41480166_0_6681239260286218499.csv","Anglican","0","0.2875"
"28086084_0_3127660530989916727.csv","Ethiopian","2","41480166_0_6681239260286218499.csv","Ethiopian","2","0.2875"
"28086084_0_3127660530989916727.csv","Orthodox","4","41480166_0_6681239260286218499.csv","Orthodox","4","0.2875"
"28086084_0_3127660530989916727.csv","Anglican","0","41480166_0_6681239260286218499.csv","Catholic","1","0.2375"
"28086084_0_3127660530989916727.csv","Anglican","0","41480166_0_6681239260286218499.csv","Ethiopian","2","0.2375"
"28086084_0_3127660530989916727.csv","Ethiopian","2","41480166_0_6681239260286218499.csv","Orthodox","4","0.2375"
"28086084_0_3127660530989916727.csv","Anglican","0","41480166_0_6681239260286218499.csv","Orthodox","4","0.2375"
"28086084_0_3127660530989916727.csv","Catholic","1","41480166_0_6681239260286218499.csv","Anglican","0","0.2375"
"28086084_0_3127660530989916727.csv","Catholic","1","41480166_0_6681239260286218499.csv","Catholic","1","0.2875"
"28086084_0_3127660530989916727.csv","Non-historical","3","41480166_0_6681239260286218499.csv","Non-historical","3","0.05"
"28086084_0_3127660530989916727.csv","Saint","5","41480166_0_6681239260286218499.csv","Saint","5","1.0"
"28086084_0_3127660530989916727.csv","Catholic","1","41480166_0_6681239260286218499.csv","Ethiopian","2","0.2375"
"28086084_0_3127660530989916727.csv","Catholic","1","41480166_0_6681239260286218499.csv","Orthodox","4","0.2375"
"28086084_0_3127660530989916727.csv","Orthodox","4","41480166_0_6681239260286218499.csv","Anglican","0","0.2375"
"28086084_0_3127660530989916727.csv","Orthodox","4","41480166_0_6681239260286218499.csv","Catholic","1","0.2375"
"28086084_0_3127660530989916727.csv","Ethiopian","2","41480166_0_6681239260286218499.csv","Anglican","0","0.2375"
"28086084_0_3127660530989916727.csv","Orthodox","4","41480166_0_6681239260286218499.csv","Ethiopian","2","0.2375"
"28086084_0_3127660530989916727.csv","Ethiopian","2","41480166_0_6681239260286218499.csv","Catholic","1","0.2375"
"28154036_0_909001972154294543.csv","Difference last EP election","0","19073331_0_2742992342272078110.csv","Difference","0","0.7889496707337985"
"28154036_0_909001972154294543.csv","Name of party","1","19073331_0_2742992342272078110.csv","Party","1","0.2375"
"28154036_0_909001972154294543.csv","No of seats","2","19073331_0_2742992342272078110.csv","Result","3","0.2375"
"28154036_0_909001972154294543.csv","Difference last EP election","0","19073331_0_2742992342272078110.csv","Result","3","0.2375"
"28154036_0_909001972154294543.csv","No of seats","2","19073331_0_2742992342272078110.csv","Difference","0","0.5756254299740322"
"28423212_0_2742990779532526553.csv","Company","0","11278409_0_3742771475298785475.csv","Company","0","0.33499999999999996"
"28423212_0_2742990779532526553.csv","Industry","1","11278409_0_3742771475298785475.csv","Industry","2","0.05"
"28494901_6_7026744149694237309.csv","Empedocles","1","76836443_2_249332777049648171.csv","Anaximander","1","0.08906249999999999"
"28646774_0_3256889721737611537.csv","","0","12746760_0_6703465836620308483.csv","","0","0.8312499999999999"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","12746760_0_6703465836620308483.csv","Funding received under the Electoral Acts for 2005 ?","1","0.10935078729033196"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","12746760_0_6703465836620308483.csv","Funding received under the Party Leaders Allowance for 2005 ?","2","0.21917724482065612"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","12746760_0_6703465836620308483.csv","Total Exchequer Funding for 2005 ?","3","0.42083494327999393"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","12746760_0_6703465836620308483.csv","Funding received under the Party Leaders Allowance for 2005 ?","2","0.12217692238878426"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","12746760_0_6703465836620308483.csv","Total Exchequer Funding for 2005 ?","3","0.1309109419048876"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","12746760_0_6703465836620308483.csv","Total Exchequer Funding for 2005 ?","3","0.09247216112938703"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","12746760_0_6703465836620308483.csv","Funding received under the Electoral Acts for 2005 ?","1","0.9499698379229252"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","12746760_0_6703465836620308483.csv","Funding received under the Electoral Acts for 2005 ?","1","0.7443741574695584"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","12746760_0_6703465836620308483.csv","Funding received under the Party Leaders Allowance for 2005 ?","2","0.7567583336690377"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","12746760_0_6703465836620308483.csv","Funding received under the Electoral Acts for 2005 ?","1","0.7615100788153175"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","12746760_0_6703465836620308483.csv","Funding received under the Party Leaders Allowance for 2005 ?","2","0.5767826105775418"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","12746760_0_6703465836620308483.csv","Total Exchequer Funding for 2005 ?","3","0.31890106777793203"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","12746760_0_6703465836620308483.csv","Funding received under the Electoral Acts for 2005 ?","1","0.24090252747840843"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","12746760_0_6703465836620308483.csv","Funding received under the Party Leaders Allowance for 2005 ?","2","0.9477114315421584"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","12746760_0_6703465836620308483.csv","Total Exchequer Funding for 2005 ?","3","0.24252815619994703"
"28646774_0_3256889721737611537.csv","","0","39606331_0_1646213676302448706.csv","","0","0.8312499999999999"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","39606331_0_1646213676302448706.csv","Funding received under the Electoral Acts for 2006 ?","1","0.10649879848816096"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","39606331_0_1646213676302448706.csv","Funding received under the Party Leaders Allowance for 2006 ?","2","0.19793545421561182"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","39606331_0_1646213676302448706.csv","Total Exchequer Funding for 2006 ?","3","0.3784630869162061"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","39606331_0_1646213676302448706.csv","Funding received under the Party Leaders Allowance for 2006 ?","2","0.11534396876858104"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","39606331_0_1646213676302448706.csv","Total Exchequer Funding for 2006 ?","3","0.12497293435242242"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","39606331_0_1646213676302448706.csv","Total Exchequer Funding for 2006 ?","3","0.09023406855237402"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","39606331_0_1646213676302448706.csv","Funding received under the Electoral Acts for 2006 ?","1","0.9142829253265495"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","39606331_0_1646213676302448706.csv","Funding received under the Electoral Acts for 2006 ?","1","0.7104986534919931"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","39606331_0_1646213676302448706.csv","Funding received under the Party Leaders Allowance for 2006 ?","2","0.6635236988556669"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","39606331_0_1646213676302448706.csv","Funding received under the Electoral Acts for 2006 ?","1","0.7945741584610274"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","39606331_0_1646213676302448706.csv","Funding received under the Party Leaders Allowance for 2006 ?","2","0.500072424177592"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","39606331_0_1646213676302448706.csv","Total Exchequer Funding for 2006 ?","3","0.28791116123348304"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","39606331_0_1646213676302448706.csv","Funding received under the Electoral Acts for 2006 ?","1","0.23004995929419905"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","39606331_0_1646213676302448706.csv","Funding received under the Party Leaders Allowance for 2006 ?","2","0.8467564174147174"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","39606331_0_1646213676302448706.csv","Total Exchequer Funding for 2006 ?","3","0.2207437661565137"
"28646774_0_3256889721737611537.csv","","0","44005578_0_5400481538370055338.csv","","0","0.8312499999999999"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","44005578_0_5400481538370055338.csv","Overall total Exchequer funding for 2002 ?","1","0.09959731770254535"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","44005578_0_5400481538370055338.csv","Total funding received under the Electoral Acts for 2002 ?","2","0.27355899084995433"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","44005578_0_5400481538370055338.csv","Total funding received under the Party Leaders Allowance for 2002 ?","3","0.7606590706185403"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","44005578_0_5400481538370055338.csv","Total funding received under the Electoral Acts for 2002 ?","2","0.11808251937901308"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","44005578_0_5400481538370055338.csv","Total funding received under the Party Leaders Allowance for 2002 ?","3","0.2766768072229373"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","44005578_0_5400481538370055338.csv","Total funding received under the Party Leaders Allowance for 2002 ?","3","0.14277300951845864"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","44005578_0_5400481538370055338.csv","Overall total Exchequer funding for 2002 ?","1","0.3975960373330136"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","44005578_0_5400481538370055338.csv","Overall total Exchequer funding for 2002 ?","1","0.29934558439016107"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","44005578_0_5400481538370055338.csv","Total funding received under the Electoral Acts for 2002 ?","2","0.8568728214585757"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","44005578_0_5400481538370055338.csv","Overall total Exchequer funding for 2002 ?","1","0.5522739118757123"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","44005578_0_5400481538370055338.csv","Total funding received under the Electoral Acts for 2002 ?","2","0.8363328467238204"
"28646774_0_3256889721737611537.csv","Total funding received ?","5","44005578_0_5400481538370055338.csv","Total funding received under the Party Leaders Allowance for 2002 ?","3","0.95"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","44005578_0_5400481538370055338.csv","Overall total Exchequer funding for 2002 ?","1","0.14752543874387683"
"28646774_0_3256889721737611537.csv","Overall total funding available for spending in 2002 ?","3","44005578_0_5400481538370055338.csv","Total funding received under the Electoral Acts for 2002 ?","2","0.678128640499306"
"28646774_0_3256889721737611537.csv","Total expenditure in 2002, if any, of funding received ?","4","44005578_0_5400481538370055338.csv","Total funding received under the Party Leaders Allowance for 2002 ?","3","0.7495557649208557"
"28646774_0_3256889721737611537.csv","Balance of funding carried forward to 2003 ?","2","78005071_0_8643954006825971723.csv","Total value of donations disclosed","2","0.11875"
"28646774_0_3256889721737611537.csv","","0","78005071_0_8643954006825971723.csv","Political Party","1","0.95"
"28646774_0_3256889721737611537.csv","Amount of funding brought forward from 2001 ?","1","78005071_0_8643954006825971723.csv","Total value of donations disclosed","2","0.11875"
"29021592_3_2299138476894681059.csv","Vespasian","4","26270372_1_3774607938887520564.csv","Emperor","0","0.95"
"29021592_3_2299138476894681059.csv","Vespasian","4","38732532_0_1420803645394505878.csv","r�mischer Kaiser","2","0.95"
"29021592_3_2299138476894681059.csv","","0","51130304_0_3035822254995425429.csv","Succession","4","0.31666666666666665"
"29021592_3_2299138476894681059.csv","69-79","1","51130304_0_3035822254995425429.csv","Reign as Emperor","3","0.6333333333333333"
"29021592_3_2299138476894681059.csv","Vespasian","4","51130304_0_3035822254995425429.csv","Emperor","2","0.95"
"29021592_4_4348860179678308511.csv","","0","26270372_1_3774607938887520564.csv","Emperor","0","0.475"
"29021592_4_4348860179678308511.csv","Antoninus Pius","2","26270372_1_3774607938887520564.csv","Emperor","0","0.475"
"29021592_4_4348860179678308511.csv","Antoninus Pius","2","51130304_0_3035822254995425429.csv","Emperor","2","0.95"
"29021592_4_4348860179678308511.csv","Titus Aurelius Fulvius Antoninus Pius","3","51130304_0_3035822254995425429.csv","Emperor","2","0.475"
"29412826_0_3422707769191426540.csv","Museum","2","9834884_0_3871985887467090123.csv","Museum","1","0.05"
"29414811_12_251152470253168163.csv","Developer(s)","0","29414811_13_8724394428539174350.csv","Developer(s)","0","0.7625"
"29414811_12_251152470253168163.csv","Genre","2","29414811_13_8724394428539174350.csv","Genre","2","1.0791666666666666"
"29414811_12_251152470253168163.csv","Year","4","29414811_13_8724394428539174350.csv","Year","4","0.7625"
"29414811_12_251152470253168163.csv","Game","1","29414811_13_8724394428539174350.csv","Game","1","0.8416666666666667"
"29414811_12_251152470253168163.csv","Platform(s)","3","29414811_13_8724394428539174350.csv","Platform(s)","3","1.0791666666666666"
"29414811_12_251152470253168163.csv","Developer(s)","0","29414811_2_4773219892816395776.csv","Developer(s)","0","0.3892857142857143"
"29414811_12_251152470253168163.csv","Genre","2","29414811_2_4773219892816395776.csv","Genre","2","0.3214285714285714"
"29414811_12_251152470253168163.csv","Year","4","29414811_2_4773219892816395776.csv","Year","4","0.7285714285714286"
"29414811_12_251152470253168163.csv","Game","1","29414811_2_4773219892816395776.csv","Game","1","0.3214285714285714"
"29414811_12_251152470253168163.csv","Platform(s)","3","29414811_2_4773219892816395776.csv","Platform(s)","3","0.8642857142857142"
"29414811_12_251152470253168163.csv","Developer(s)","0","36102169_0_7739454799295072814.csv","Developer","0","0.23611111111111108"
"29414811_12_251152470253168163.csv","Game","1","36102169_0_7739454799295072814.csv","Game Title","1","0.13055555555555554"
"29414811_12_251152470253168163.csv","Platform(s)","3","36102169_0_7739454799295072814.csv","Platform","2","0.07777777777777778"
"29414811_12_251152470253168163.csv","Platform(s)","3","91959037_0_7907661684242014480.csv","System","3","0.10555555555555554"
"29414811_12_251152470253168163.csv","Game","1","91959037_0_7907661684242014480.csv","Titel","4","0.6333333333333333"
"29414811_13_8724394428539174350.csv","Game","1","24142265_0_4577466141408796359.csv","Game","1","0.12916666666666665"
"29414811_13_8724394428539174350.csv","Platform(s)","3","24142265_0_4577466141408796359.csv","System","4","0.2375"
"29414811_13_8724394428539174350.csv","Developer(s)","0","29414811_12_251152470253168163.csv","Developer(s)","0","0.7625"
"29414811_13_8724394428539174350.csv","Genre","2","29414811_12_251152470253168163.csv","Genre","2","1.0791666666666666"
"29414811_13_8724394428539174350.csv","Year","4","29414811_12_251152470253168163.csv","Year","4","0.7625"
"29414811_13_8724394428539174350.csv","Game","1","29414811_12_251152470253168163.csv","Game","1","0.8416666666666667"
"29414811_13_8724394428539174350.csv","Platform(s)","3","29414811_12_251152470253168163.csv","Platform(s)","3","1.0791666666666666"
"29414811_13_8724394428539174350.csv","Developer(s)","0","29414811_2_4773219892816395776.csv","Developer(s)","0","0.4458333333333333"
"29414811_13_8724394428539174350.csv","Genre","2","29414811_2_4773219892816395776.csv","Genre","2","0.4458333333333333"
"29414811_13_8724394428539174350.csv","Year","4","29414811_2_4773219892816395776.csv","Year","4","0.525"
"29414811_13_8724394428539174350.csv","Game","1","29414811_2_4773219892816395776.csv","Game","1","0.36666666666666664"
"29414811_13_8724394428539174350.csv","Platform(s)","3","29414811_2_4773219892816395776.csv","Platform(s)","3","1.0"
"29414811_13_8724394428539174350.csv","Developer(s)","0","36102169_0_7739454799295072814.csv","Developer","0","0.2625"
"29414811_13_8724394428539174350.csv","Game","1","36102169_0_7739454799295072814.csv","Game Title","1","0.10416666666666666"
"29414811_13_8724394428539174350.csv","Platform(s)","3","36102169_0_7739454799295072814.csv","Platform","2","0.10416666666666666"
"29414811_13_8724394428539174350.csv","Platform(s)","3","91959037_0_7907661684242014480.csv","System","3","0.31666666666666665"
"29414811_13_8724394428539174350.csv","Game","1","91959037_0_7907661684242014480.csv","Titel","4","1.1875"
"29414811_2_4773219892816395776.csv","Developer(s)","0","29414811_12_251152470253168163.csv","Developer(s)","0","0.3892857142857143"
"29414811_2_4773219892816395776.csv","Genre","2","29414811_12_251152470253168163.csv","Genre","2","0.3214285714285714"
"29414811_2_4773219892816395776.csv","Year","4","29414811_12_251152470253168163.csv","Year","4","0.7285714285714286"
"29414811_2_4773219892816395776.csv","Game","1","29414811_12_251152470253168163.csv","Game","1","0.3214285714285714"
"29414811_2_4773219892816395776.csv","Platform(s)","3","29414811_12_251152470253168163.csv","Platform(s)","3","0.8642857142857142"
"29414811_2_4773219892816395776.csv","Developer(s)","0","29414811_13_8724394428539174350.csv","Developer(s)","0","0.4458333333333333"
"29414811_2_4773219892816395776.csv","Genre","2","29414811_13_8724394428539174350.csv","Genre","2","0.4458333333333333"
"29414811_2_4773219892816395776.csv","Year","4","29414811_13_8724394428539174350.csv","Year","4","0.525"
"29414811_2_4773219892816395776.csv","Game","1","29414811_13_8724394428539174350.csv","Game","1","0.36666666666666664"
"29414811_2_4773219892816395776.csv","Platform(s)","3","29414811_13_8724394428539174350.csv","Platform(s)","3","1.0"
"29414811_2_4773219892816395776.csv","Developer(s)","0","29414811_6_8221428333921653560.csv","Developer(s)","0","0.13636363636363635"
"29414811_2_4773219892816395776.csv","Genre","2","29414811_6_8221428333921653560.csv","Genre","2","0.22272727272727272"
"29414811_2_4773219892816395776.csv","Year","4","29414811_6_8221428333921653560.csv","Year","4","0.6545454545454545"
"29414811_2_4773219892816395776.csv","Game","1","29414811_6_8221428333921653560.csv","Game","1","0.22272727272727272"
"29414811_2_4773219892816395776.csv","Platform(s)","3","29414811_6_8221428333921653560.csv","Platform(s)","3","0.8272727272727274"
"29414811_2_4773219892816395776.csv","Developer(s)","0","36102169_0_7739454799295072814.csv","Developer","0","0.3642857142857143"
"29414811_2_4773219892816395776.csv","Game","1","36102169_0_7739454799295072814.csv","Game Title","1","0.1607142857142857"
"29414811_2_4773219892816395776.csv","Platform(s)","3","91959037_0_7907661684242014480.csv","System","3","0.1357142857142857"
"29414811_2_4773219892816395776.csv","Game","1","91959037_0_7907661684242014480.csv","Titel","4","0.95"
"29414811_6_8221428333921653560.csv","Game","1","24142265_0_4577466141408796359.csv","Game","1","0.309090909090909"
"29414811_6_8221428333921653560.csv","Developer(s)","0","29414811_2_4773219892816395776.csv","Developer(s)","0","0.13636363636363635"
"29414811_6_8221428333921653560.csv","Genre","2","29414811_2_4773219892816395776.csv","Genre","2","0.22272727272727272"
"29414811_6_8221428333921653560.csv","Year","4","29414811_2_4773219892816395776.csv","Year","4","0.6545454545454545"
"29414811_6_8221428333921653560.csv","Game","1","29414811_2_4773219892816395776.csv","Game","1","0.22272727272727272"
"29414811_6_8221428333921653560.csv","Platform(s)","3","29414811_2_4773219892816395776.csv","Platform(s)","3","0.8272727272727274"
"29414811_6_8221428333921653560.csv","Genre","2","48944826_0_2321751364268052533.csv","Genre","2","0.05"
"29414811_6_8221428333921653560.csv","Game","1","57938705_0_8737506792349461963.csv","Game","1","0.309090909090909"
"29414811_6_8221428333921653560.csv","Genre","2","57938705_0_8737506792349461963.csv","Genre","2","0.13636363636363635"
"29414811_6_8221428333921653560.csv","Year","4","57938705_0_8737506792349461963.csv","Year","10","0.9136363636363636"
"29414811_6_8221428333921653560.csv","Platform(s)","3","91959037_0_7907661684242014480.csv","System","3","0.17272727272727273"
"29414811_6_8221428333921653560.csv","Game","1","91959037_0_7907661684242014480.csv","Titel","4","0.8636363636363635"
"29886325_0_1448173912684571475.csv","City","0","43469354_0_6029017163991310319.csv","City","0","0.4553333333333333"
"29886325_0_1448173912684571475.csv","Country","2","43469354_0_6029017163991310319.csv","Country","2","0.13866666666666666"
"29886325_0_1448173912684571475.csv","Metro population","4","43469354_0_6029017163991310319.csv","Metro population","4","0.05000000347708374"
"29886325_0_1448173912684571475.csv","City population","1","43469354_0_6029017163991310319.csv","City population","1","0.05"
"29886325_0_1448173912684571475.csv","Mayor","3","43469354_0_6029017163991310319.csv","Mayor","3","0.4553333333333333"
"29886325_0_1448173912684571475.csv","World rank","5","43469354_0_6029017163991310319.csv","World rank","5","0.05"
"29886325_0_1448173912684571475.csv","Metro population","4","43469354_0_6029017163991310319.csv","City population","1","0.4986538509249383"
"29886325_0_1448173912684571475.csv","City","0","70404164_0_5498195978476333642.csv","City","0","0.31067073170731707"
"29886325_0_1448173912684571475.csv","Country","2","70404164_0_5498195978476333642.csv","Country","2","0.1253048780487805"
"29886325_0_1448173912684571475.csv","Metro population","4","70404164_0_5498195978476333642.csv","Metro population","4","0.310736027763383"
"29886325_0_1448173912684571475.csv","City population","1","70404164_0_5498195978476333642.csv","City population","1","0.10901126996767294"
"29886325_0_1448173912684571475.csv","Mayor","3","70404164_0_5498195978476333642.csv","Mayor","3","0.2527439024390244"
"29886325_0_1448173912684571475.csv","World rank","5","70404164_0_5498195978476333642.csv","World rank","5","0.13448800985326959"
"29886325_0_1448173912684571475.csv","City","0","75154185_0_1607627349983289012.csv","City","0","0.36666666666666664"
"29886325_0_1448173912684571475.csv","Country","2","75154185_0_1607627349983289012.csv","Country","2","0.13172043010752688"
"29886325_0_1448173912684571475.csv","Metro population","4","75154185_0_1607627349983289012.csv","Metro population","4","0.06222208638080105"
"29886325_0_1448173912684571475.csv","City population","1","75154185_0_1607627349983289012.csv","City population","1","0.3458818266762214"
"29886325_0_1448173912684571475.csv","Mayor","3","75154185_0_1607627349983289012.csv","Mayor","3","0.26962365591397847"
"29886325_0_1448173912684571475.csv","World rank","5","75154185_0_1607627349983289012.csv","World rank","5","0.061877481205378206"
"29886325_0_1448173912684571475.csv","City","0","77632062_0_2292892375652659825.csv","City","0","0.4491124260355029"
"29886325_0_1448173912684571475.csv","Country","2","77632062_0_2292892375652659825.csv","Country","2","0.128698224852071"
"29886325_0_1448173912684571475.csv","Metro population","4","77632062_0_2292892375652659825.csv","Metro population","4","0.25475297627964544"
"29886325_0_1448173912684571475.csv","City population","1","77632062_0_2292892375652659825.csv","City population","1","0.3618696114532746"
"29886325_0_1448173912684571475.csv","Mayor","3","77632062_0_2292892375652659825.csv","Mayor","3","0.35917159763313605"
"29886325_0_1448173912684571475.csv","World rank","5","77632062_0_2292892375652659825.csv","World rank","5","0.11912565889465382"
"29886325_0_1448173912684571475.csv","City","0","78891639_0_3299957631631122948.csv","City","0","0.41758793969849245"
"29886325_0_1448173912684571475.csv","Country","2","78891639_0_3299957631631122948.csv","Country","2","0.10251256281407035"
"29886325_0_1448173912684571475.csv","Metro population","4","78891639_0_3299957631631122948.csv","Metro population","4","0.11665525412947367"
"29886325_0_1448173912684571475.csv","City population","1","78891639_0_3299957631631122948.csv","City population","1","0.35270977842943585"
"29886325_0_1448173912684571475.csv","Mayor","3","78891639_0_3299957631631122948.csv","Mayor","3","0.26959798994974876"
"29886325_0_1448173912684571475.csv","World rank","5","78891639_0_3299957631631122948.csv","World rank","5","0.14318732603610568"
"32051842_5_1757891723986774036.csv","Facebook-Fans","0","52208141_2_5171684379987586712.csv","Facebook-Fans","0","0.258575994760911"
"32051842_5_1757891723986774036.csv","Museum","1","52208141_2_5171684379987586712.csv","Museum","1","1.095"
"32051842_5_1757891723986774036.csv","RANG","2","52208141_2_5171684379987586712.csv","RANG","2","1.0"
"32051842_5_1757891723986774036.csv","Stadt","3","52208141_2_5171684379987586712.csv","Stadt","3","0.525"
"32051842_5_1757891723986774036.csv","Facebook-Fans","0","61753761_9_4735181228515289890.csv","Facebook-Fans","0","0.050302782680707946"
"32051842_5_1757891723986774036.csv","Museum","1","61753761_9_4735181228515289890.csv","Museum","1","1.095"
"32051842_5_1757891723986774036.csv","RANG","2","61753761_9_4735181228515289890.csv","RANG","2","1.0"
"32051842_5_1757891723986774036.csv","Stadt","3","61753761_9_4735181228515289890.csv","Stadt","3","0.525"
"32051842_5_1757891723986774036.csv","RANG","2","61753761_9_4735181228515289890.csv","Tendenz","4","0.1425"
"32051842_5_1757891723986774036.csv","Facebook-Fans","0","64499281_8_7181683886563136802.csv","Facebook-Fans","0","0.8148723118382453"
"32051842_5_1757891723986774036.csv","Museum","1","64499281_8_7181683886563136802.csv","Museum","1","1.095"
"32051842_5_1757891723986774036.csv","RANG","2","64499281_8_7181683886563136802.csv","RANG","2","1.0"
"32051842_5_1757891723986774036.csv","Stadt","3","64499281_8_7181683886563136802.csv","Stadt","3","0.525"
"32460905_0_5195150472060854231.csv","Contact","0","16949304_0_2573050770332101882.csv","Contact","0","0.905"
"32460905_0_5195150472060854231.csv","Hospital","2","16949304_0_2573050770332101882.csv","Hospital","2","1.0"
"32460905_0_5195150472060854231.csv","Supervisor(s) of training","4","16949304_0_2573050770332101882.csv","Supervisor(s) of training","4","0.905"
"32460905_0_5195150472060854231.csv","Director","1","16949304_0_2573050770332101882.csv","Director","1","1.0"
"32460905_0_5195150472060854231.csv","Hospital ID","3","16949304_0_2573050770332101882.csv","Hospital ID","3","1.0"
"33167985_0_5220049369716352813.csv","Animal","0","62564020_0_3836030043284699244.csv","Animal","0","0.4571428571428571"
"33167985_0_5220049369716352813.csv","Name of Young","4","62564020_0_3836030043284699244.csv","Animal","0","0.1357142857142857"
"33167985_0_5220049369716352813.csv","Name of Young","4","62564020_0_3836030043284699244.csv","Baby","1","0.4071428571428571"
"34041816_1_4749054164534706977.csv","% Change","0","39107734_2_2329160387535788734.csv","% Change","0","0.5777777777777778"
"34041816_1_4749054164534706977.csv","Code (IATA)","2","39107734_2_2329160387535788734.csv","Code (IATA/ICAO)","2","0.03333333333333333"
"34041816_1_4749054164534706977.csv","Rank","4","39107734_2_2329160387535788734.csv","Rank","4","0.05063457435593732"
"34041816_1_4749054164534706977.csv","% Change","0","39107734_2_2329160387535788734.csv","Rank","4","0.03518518518518518"
"34041816_1_4749054164534706977.csv","% Change","0","39107734_2_2329160387535788734.csv","Rank Change","5","0.06018518518518518"
"34041816_1_4749054164534706977.csv","Airport","1","39107734_2_2329160387535788734.csv","Airport","1","0.5425925925925925"
"34041816_1_4749054164534706977.csv","Location","3","39107734_2_2329160387535788734.csv","Location","3","0.36666666666666664"
"34041816_1_4749054164534706977.csv","Total Passengers","5","39107734_2_2329160387535788734.csv","Total Passengers","6","0.05003792830523943"
"34041816_1_4749054164534706977.csv","Rank","4","39107734_2_2329160387535788734.csv","% Change","0","0.03518518518518518"
